id,example,Label
104,I really hate these guys. They make a terrible attempt at music. My fish is probably more talented then all these guys COMBINED. I could probably write and perform a better song then any of these guys. This stinks and don't buy it.,negative
105,"My Scott Ski Goggles were fine, for a while. But then the rubber rotted and they just fell apart! That's not what I expected from a supposedly high quality product. I contacted Scott, but they claimed it had been over exposure to the sun which caused the rubber to rot. It didn't impress them that none of the other goggles which I had kept as long or longer under exactly the same, well protected conditions didn't disintegrate like the Scotts did. The only time the Scott goggles were exposed to sunlight was when I skied, and that was not more than a few weeks a year. They just didn't care.I won't buy Scott products again.",negative
106,"This movie is awful. the music terrible, sound's as if ten elephant's are singing. the story is bad, the acting is terrible.the character King kong look's so Dumb. bla, bla, bla.But, I think I should shut up a little bit.Because this is a Godzilla fan made Movie...at leats Godzilla didn't die.Maybe you would think this is a a-okay movie. But, I think you shouldn't watch this movie.",negative
107,"1) I would like to say that the British and the French editions (zone 2) of this present double DVD have on disc 2, in place of cut parts of the movie, two interviews of Michael Cimino and John Savage, which I heartly recommand to those who love The deer hunter. If you can read zone 2 DVDs on your computer or DVD set, you can buy one of those editions (in English with optional subtitles) on amazon.co.uk or amazon.fr, and I bet you will prefer that.2) Though I really love Meryll Streep, I feel bad that her picture has replaced John Savage's one on the cover of this edition. Doesn't make sense.",negative
108,"I love this unit. I bought one off another website from China and it lasted about 2 months after the 60 day warranty ran out. I researched what I needed to contain my 3 large dogs and decided this unit is the one I needed. The rechargable collars and the tuffness of them are great. I would highly recommend this unit. I also bought the surge protector, since I think lightening caused the first one to die. Do not spend your money on the cheaper brands. I wished I had not.",positive
109,"G-Unit is a original hip hop group, alot better than some hip hop out there now a say, overall my favourite tracks were I smell Pu$$y and Mu Buddy, also, Smile by Lloyd Banks, others weren't quite up to par however. Don't waste your time this is bland and the beats all seem so alike and get annoying after awhile. Buy a Jay-Z or Ludacris record, well worth it.",negative
110,Never buy this watch if you are looking for a nice women's watch. It has a very thick dial and there is a rubber ring in the middle which makes that watch very ugly. Amazon picture and description is very deceiving and they don't give you any dimensions. I returned the watch on the very same day. Bad pick !,negative
111,"I discovered Walerian Borowczyk's GOTO, ISLAND OF LOVE in the seventies at my high school's film club between an Ingmar Berman and a Stanley Kubrick movie. And since then, I never had the opportunity to see it again. But I've always remembered the strange atmosphere of GOTO with the concerto of Haendel playing on Glossia's tearful face.Cult Epics had the great idea of releasing GOTO on DVD, adding as bonus feature ""Les Astronautes"", a short film directed by Borowczyk and Chris Marker in 1959. I was happy to see that the movie ages well and that my memory hadn't added to it the faked beauty of the souvenirs. So I can't but advise you to discover GOTO and his strange characters whose names are Gono, Gonasta, Grozo, Gurto and even Grymp.A DVD zone lost in time.",positive
112,"This projector must be used in an absolutely dark room to be effective at all. The projection is very weak and the area that it can cover from an original is very small. I had to keep moving my original around and trying to get it lined up against what I had already traced on the wall. It is inexpensive and you get what you pay for. If you only need it occasionally for small items, it is okay. If you plan to use it a lot or do any kind of large project, it will be frustrating.",negative
113,"Ahhh, the good old days where eye-candy wasn't the driving force of RPG and *story* propelled games. Sadly, in retrospect, FF5 seems to get pounded away and lost in the competition it recieves not only from FF 7 & 8, but it's companion FF6 as well. The characters and story in FF5 become as non-exsitant as in FF Tactics, and lacking the battle system FFT had, FF5 fades quickly. The anthology becomes well worth it's price with FF6 though. Characters, story, and dialouge mixed in with enjoyable mini-events keep the attention and intrigue of the player. The music CD is a touch lacking (Celes' theme is missing! What a travesty!) but sufficent enough to keep most happy. FF6 alone would be enough to justify buying this, with the ""bounses"" of the music CD and the ""old-fashioned Tactics"", this is indeed a good purchase.",positive
114,"This is the best movie for all ages. May not little little ones but from 3-4 years they should be ok with mom and or dad the first and maybe the second times watching. But after that, they should be fine. NO BAD PARTS. Just explaining some of the older children things on there. The first time I seen it was on DISNEY CHANNEL.",positive
115,"I'm glad this movie failed to generate any kind of following,because it shouldn't have been made. Why not take a bad movie in remake it ,instead of trying to cash in on the vision of someone elses for profit. The main problem with this joke of a movie is: You can't turn Jack Carter into a caring good-guy. Carter was a ruthless, menacing,selfish killer, not the likeable character Stallone presented. This was a shameful star vehicle that should of fell flat on its rear end. Shame on Caine for showing up in this joke of a movie.",negative
116,"WOW!! I just finished listening to the CD, courtesy of AOL's listening party. It is the best prequel score, and the best Star Wars score since Star Wars Episode V. It must be heard to be believed. We all know that the score for Star Wars Episode II was lacking. Williams makes up for it this time. My only complaint is that there isn't enough classic stuff: not enough Imperial March and I was hoping that the male choir piece that plays for Darth Sidious in Star Wars Episode VI would make an appearance. However, THIS CD alone is one of Williams' best work. The new theme, 'Battle of the Heroes' that plays throughout is awesome. One fianl note: at Celebration III it was said that next year, there might be a prequel bxed set of the complete score. So, 2 CDs for each film (Episodes I-III) makes a six disc set. I hope so, because while the prequel trilogy music is awesome, give us the complete score!",positive
117,"I really liked how this DVD just got straight to the point and wasn't filled with a lot of fluff just to make it longer, like some dog training DVDs do. It was clear, precise and easy to understand. I'm going to train my dog to do contacts like this. I'm so glad this DVD exists cuz it would have cost a lot of private lessons to learn all this.",positive
118,"I got this CD because I heard from my English class students that it was very good, and indeed it is!!! I loved the songs such as ""Montezuma"", ""Nightingale"", Weatherstorm, Enigma's ""Beyond the invisible"", ""Breezin'"", and a lot more!!! The only thing I'm disappointed is the song ""Teardrop"" by Massive Attack, which has no tone of being New Age or World, whatsoever, just dull techno. But overall, I was very pleased with this CD (thanks to my English class students!!), and I hope they will soon have another Pure Moods collection!!!!!",positive
119,"I've heard a lot about this game and rather than buy a PS3 or XBox 360 just for this game, I went for the PC version. Buyers BEWARE: if you are purchasing the PC version, please check the Ubisoft website at[...] for system requirements; the game will install fine on Windows 7 but the video will lag unless you have a Nvidea or ATI Radeon video card (I have an integrated driver in my laptop). So while the game looks great I couldn't play it.",negative
120,This book wasn't at all what I thought it was going to be. It's a bunch of little books inside of one. Kind of weird but ok. My main problem was the page about a ghost and the ghost taking off and holding her head. Not something I want to be reading to my kid who had to sleep alone at night! I skip that page when I read to him!,negative
121,"There's nothing second-rate about Secondhand Lions. First rate acting, Very heartwarming story. I would recommend it to anyone.",positive
122,"For anyone, like me, who is a little shy, a tad introverted, a bit uncomfortable in crowd/people situations, this book is wonderful!!! It is easy to read and carry, and has concise examples to follow and practice everyday. For someone looking to refresh their communication skills, this book is also worth the purchase. Either way, it's a book definately worth keeping on your personal library shelf permanently!!!",positive
123,"this is 1 of my fave books. Rowling wraps u up with a funny, magical story about a boy named Harry who has tons of adventures- a must for kids, teens, AND adults! Prepare to be enthralled!-from av 12 yr. old",positive
124,"The bottom of this mouse doesn't say Wireless Mouse 5000, but is actually labeled Intellimouse Explorer 2.0. Not a big deal, but it will help you find more product reviews that will verify what I'm about to say. For many, including me, the left mouse button stops working. It becomes intermittent so that sometimes you have to click 5 times before it registers. The wireless has a delay that makes the computer feel slow, but it is really the mouse signal taking a long time to travel to the base unit. There is some kind of quality control problem with this particular model. I replaced it with the Microsoft Comfort Mouse 3000 and this one is more reliable and just as nice.",negative
125,"When I first heard the song I could not help but to break down and cry for the little boy. Then I saw the movie. It very well acted on all levels. Then I read the book and nothing so well written could bring across a point that life is so fragile and innocent through the eyes of a child. I would recommend the music, book, or movie to anyone. I can not wait for TV movie to come out on DVD. I am going to buy several copies for family and friends to share in this truely heart felt story.",positive
126,"I ordered a Mr Heater in December. I received the product no problem. I ordered another in January. When I received it was in a plain box and the main hose plus a screw was missing. We found a screw that would fit and I called Amazon to send the missing part. A very bored man told me to return the product and get a new one. I tried to explain I only needed a part but he did not want to do that. I was very dissatisfied with that response and I will not be buying anything from them in the future.The product is wonderful if you can get it.[ASIN:B0000C6E3B Mr. Heater 35,000 BTU Propane Radiant Heater #F270700]]",negative
127,The audio was off so made it hard to enjoy. My first amazon video on demand and it sucked. Suffered through lips moving and no sound coming out but cute story.,negative
128,"If you're interested in the Chrome model to match your stainless steel appliances be prepared to constantly polish it due to the water spots. My friend owns one and at first I was envious, but now I rather be less fashionable than freak out over the visible water spots. This model has the same shape as the Riviera and as I stated in my other review althought it is ergonomic, the Riviera collects algae on the bottom of the pitcher so I would be skeptical in buying this one.The only reason I gave it two stars because it ultimately looks cool but you can't avoid the water spots and it may be algae friendly.",negative
129,"The shipment arrived on time. The contents were as listed on the website and in good condition. I have no complaints with the phone itself. The rating is low because of t-mobile:- Instructions are incorrect for t-mobile in the package and on the website. Errors in documenting procedures.- Number portability is a pain. It took 2 hrs to get thru to the rep, and then it took 3 days to switch from Cingular to t-mobile while repeatedly calling the rep to find out the ETA. ETA given was always 2 hrs. Liars!!!- Printed manuals have a lot of errors. I guess t-mobile does not have ""quality"" as a selling point.",negative
130,"While I was reading this book, I was surprised by how many struggles children with disabilities have to overcome. I learned many things about life by reading this book. If you are a person interested in learning about challenges, life struggles, and happy endings, your in for a treat.",positive
131,I was so happy to here the music from the movie I always had to wait to watch the movie to enjoy the music.,positive
132,"This is a good CD, but not like the Brad of today's radio. The ballads are still there, but it is much more traditional country music. Don't be disappointed. I really liked it, as does my husband, the real Brad fan.",positive
133,"I was hoping for a book that would help me deal with the challenges of raising a toddler but this book fell short. While it provided lots of information on developmental stages of toddlers and what types of activities they should be able to accomplish at different ages, I felt like it needed more helpful information on how to manage the tantrums and emotions of children at this age. It did not provide any tips on this - it recommended the usual distraction, take them on a long walk, etc but didn't provide any information you could get from common sense or a quick internet search.In the section where people wrote letters explaining their issues with their children, I felt like the advice was light. Often, they recommended getting a babysitter as the solution to the problem. Also, I think it is important to note this book was written 30 years ago and had a lot of outdated references. It assumes all mothers are stay-at-home moms and makes references to things like diaper pins.",negative
134,This monitor may be peace of mind for the baby sleeping but not for the parents. The parent's monitors makes a continuous crackling noise and picks up a lot of interference because of the 900mhz. On several occasions it has picked up someone elses phone conversation. The constant noise drives me crazy and it only has two channels to switch back and forth from and I find that one channel is worse than the other.I am taking this back for one that will give me peace of mind.,negative
135,"I love Calphalon anyway, but this is my favorite pan! I make big batches of chili, fried rice, sausage and peppers, etc. for 20 to 50 people on a regular basis, and this pan is the perfect size. Browning up 10+ lbs of ground meat is a snap... the pan is both wide and deep enough to toss your food around without getting it all over the stove, and clean-up is easy, as the anodized aluminum is quite non-stick, as long as you heat the pan before adding a small amount of oil, heating a few seconds more, then adding your food. If you cook a lot like me, you're gonna love this pan!",positive
136,I am quite pleased with this shaver. It shaves close and does well in the hard to get places. It is easy to clean and charges nicely. I was surprised with it's performance considering it is a relativley inexpensive shaver.,positive
137,"I thought the idea of Phone Booth was great, but the movie is just bad. Maybe Hitchcock or Welles could have pulled it off, but this is just plain sad. Skip it.",negative
138,"this was a good book because two schools almost get in a fight, like they did in a different sweet valley book",positive
139,"The book of this set is extremely interesting.Then my very patient grandchild attempted to set up the dominoes. He tried for more than an hour. The dominoes are so flimsy and weightless that they simply would not stand up and always fell over by themselves. The idea is excellent, but the dominoes are so inferior it is a crime to include such very poor quality. Sell the book separately. I tried to reach the author by his email, but is was no longer available. He is probably ashamed of his product.",negative
140,"I found this pan leaks in water bath and thus hated it. Seems like I used it in a wrong way... Thanks s.m.m, this is a smart idea and I never thought about it. I'll try the aluminum foil idea next time. I also found it great for frozen cheesecakes as I could easily take the cake out without breaking it. I am now pretty happy with it.",positive
141,"Came within a couple of days of ordering, was in great condition, couldn't expect better.",positive
142,"I have loved C.J. Cherryh for more years than I care to admit. I hate to say _Cyteen_ is her best... I'll probably still save _Wave Without A Shore_ for that honor.But _Cyteen_ is part of her wonderful fantasy world. *Fantasy* only in that the story takes place in a universe we've yet to experience. She makes it very REAL in all its details. Her characters are compelling - and I CARED about them by the end of the first chapter. I do think _Cyteen_ is the closest she's ever come to slash/yaoi which is now my favorite genre.An awesome story by an awesome writer. If you're already a C.J. lover, this book will meet your highest expectation. If this is your first time with her, I think you'll become a fan.",positive
143,"and my bike is at class. I spent 10 minutes fiddling with it, and could not get it open. The key turns the lock, but its stuck good. It often didn't open on the first try, but now it's completely stuck. I will try another key, but I'm not happy now, after having to walk back.edit: I found that knocking on the side of the lock barrel helps the most, as well as rapidly turning the key. Pulling on the U is useless. I added some oil (low temperature engine oil), and it seems to be much better. I think it is worst in below-freezing temperatures. It is better than it was, but DO NOT RECOMMEND. If you haven't bought it yet, buy a different lock.",negative
144,"If your looking for a quick read that scratches the surface of a lot of real estate basics, you'll like this book. If your looking for something more in depth and detailed, skip this one and go straight to Tom Hopkins ""How to Master the Art of Listing and Selling Real Estate"". I may have enjoyed ""How to Become a Power Agent.."" more if I had not already read the Hopkins book.",negative
145,"As usual, Cd is in very good conditions! Thanks for the good job!I never had any kind of problem! Satisfaction is guaranteed!",positive
146,"I think the editor must have been killed in the collapse, as he is nowhere to be found in this book. Seems very thrown together with almost no narritive flow.This book is great if you beleive the government is evil and planned 9/11, that the UN is planning on throwing conservative americans into concentration camps at the first oppurtunity, and that 10 guys with rifles can defeat entire mechanzied armies of raping, looting, dirty foreigners. Oh and it helps if you are a fundamentalist christian as this book was written by one obviously. About every paragraph contains them praying.Also large sections of the book are lists of what to buy, what to do, etc. Would have been much better as just a non fiction set of lists rather than the ""novel"" thats really just a hardcore-rightwing wetdream.",negative
147,"This tank is usable, The light at the top made my water quite warm, the filter is barely enough to be considered a filter and in my opinion its not really a very pretty looking tank all around, you have to move to the right or left to get a good look at everything in it. really its usable, but i plan on switching to the half moon tank, it just looks a lot nicer and the sponge filter i have in this tank will work fine in it. Not the most glamorous looking tank if you ask me. hope that helps :)",negative
148,"I bought this video to use for workouts, but what I don't like is that everyone in it faces the camera. it is so hard to follow the steps when i have to turn and look over my shoulders to get the steps done right. what ever happened to the older videos where they had their back toward the camera so the steps can be seen properly? this is why people dont like to work out to videos.",negative
149,"At a yard sale, a friend was offered .50 cents for her ""Judy Live at Carnegie Hall"" album. She refused and said she could not believe that someone would have the gall to offer so little. She loaned me the 2 record set and I simply fell in love with the divine Miss Garland. It was without a doubt the night that the art of entertainment worked to the MAX. Judy makes you smile and makes you cry tears and if you think of her tragic life maybe a few more tears. Through it all, you must remember that you are listening to one of the World's Premiere Entertainers. Yea, even better than over-hyped Streisand. When I purchased the re-mastered CDs from ... I began to feel that I had attended the concert because it is a live recording with all the stories and asides from Garland, and musicians bumping microphones and of course the ambience of Carnegie Hall. Buy this CD and enjoy the best performance in the history of Entertainment. It is not to be missed.",positive
150,"On behalf of the Iranian people, I would like to say to the Pahlavis that we are sorry. We messed up!This book is a wonderful depiction of the great services the Shah gave to Iran and they way we, the people of Iran, betrayed him.As the recent events in Iran show, the people of Iran are determined to bring down the brutal Islamic regime and restore dignity and sovereignty to the people.We will get our country back from the facist Islamic dictators!",positive
151,"This seat is very unstable. My son is more worried about falling than he is about going to the bathroom. I love the fact that the stool and chair are in one. I also like the fact that is was made in the usa, but I would not buy this again. I ended up with the bjorn seat and the potty stool stepper that cost $129. It tall enough and stable.",negative
152,"We decided to go with the Club USA theme for our son's nursery. We love the sporty bears, they are adorable. We just put up the border this past weekend, and it looks great with the cream colored walls! The only thing was, it didn't stick very well at all. My mom and I had a hard time putting it up. But once it was up, it looks wonderful!!",positive
153,"I ordered the items through the mail and I never received them, although I was charged for them.The people who had this order in charge dropped the ball and I will be sure to sever them from all my financial dealings in the furture...",negative
154,"My Girlfriend and I played this game while house sitting and fell in love with it. So, I purchased it to continue the joy. Now, both our families are hooked...I'll have to buy another copy for her family!",positive
155,Doesn't get hot enough to do any real cooking. Each side only draws about 700 watts. Eggs stick to the griddle. The thermostat was so loose it was about to fall off. The top was poorly molded and wrinkled and the lift arm was bent. I returned it for a Cuisinart which I am perfectly pleased with,negative
156,"Wow, what a great device... So simple you could give it to your grandmother.Well, thats exactly what I did 20 months ago. Now I'm sending back the second defective unit. Neither have any signs of physical abuse, but they just crap out. This is really disappointing because its such a great product, if only they could build it better. Two breakdowns (again - no drops etc) is just unacceptable. Maybe we'll be lucky and Cieva will license production of the frame so that someone with more manufacturing expertise can build a better device - hello Sony?",negative
157,"The people REALLY REALLY REALLY need Crunchy, Koop, Boo, Chat, Lord, somebody, anybody, EVERYbody that has even rapped with them in the past. I demand a refund, Juicy.5 * Stunna",negative
158,"I purchased this product for the glass bulbs. We already had this fixture, but a couple of the glass bulbs had cracked when we had some work done our bathroom. This arrived promptly and was all intact.",positive
159,"The visuals are excellent. I'll give it that. But story arc is absent. The main character - Leonidas - is the same throughout. Whereas, Maximus in Gladiator, for example, goes through changes, Leonidas does not. There's fighting, there's more fighting, and still more fighting. Which doesn't give the viewer any opportunity for emotional involvement. Or watching the character develop as the story progresses. The characters are flat and one-dimensional and that is my biggest complaint. But the visuals will blow you away.",positive
160,"I wanted a diabetic cookbook because my husband and my mother (who lives with us) are trying to eat healthier. I thought following some of the diabetic recipes would be a good healthy, sensible way to eat. I didn't realize that about 1/2 of this entire book is information about diabetes.... the other half is recipes. We don't need all the technical information on diabetes. If you are looking for info on diabetes, then this is definitely the book for you. But if you are looking for healthy diabetic recipes only, this is NOT the book. I wish I had known before I had purchased this book that it is an information first/recipes second book.",negative
161,"I was expecting something like John Deere Drive Green. This game is little tiny tractors and implements that you really don't drive. You just direct the tractor/implement to the farm and watch it do it's thing. Very boring, not at all what I expected from the description. I wasted my money on this one.The seller, however, did a good job getting the product out to me - just in time for Christmas. Too bad the game sucked....",negative
162,"I specifically like the size of this basketball system. Usually, I like to shoot around when I get tired of studying, so the ball, rim, and board provides adequate sizing for my 5'6 frame. However, there is one major drawback to this basketball system. whenever I shoot and hit the backboard, the background would smack right onto the door and make a loud noise. Fortunately, I live parents who doesn't mind hearing a loud ""thud"".",positive
163,"Another informative work by Coulter in her now famous, entertaining writing style. This book was clearly researched throughly for the three years that she worked on it. I counted 891 works cited in her references at the end of the book. Quite a history lesson about Alger Hiss, Joe McCarthy, Whitaker Chambers, and the Vernona Project. Outstanding work. I recommend it to anyone interested in American history and/or the Cold War.",positive
164,"I would give this book 0 stars if I could, terribly written and very clearly not by a Christian.",negative
165,"After a disappointing look through other mammal field guides, I came across this little gem. Instead of illustrations it uses photos (except for the whales, some illustrations). I almost passed on it because I wasn't used to seeing these kinds of photographs in a field guide: they are digitally edited and have the appearance of being cut out and pasted onto the white pages. However, it soon became clear that the photos are of exceptional quality and could beat out the competetion as far as completeness of subject matter. For example: there are about fifty photos of chipmunks; there are photos of both morphs of the Arctic Fox in summer and winter. Two variations of the blue phase are shown in summer coat. The pups for both colors are included.The book is designed well, with the text most of the time to the left of the corresponding pictures. Fun, interesting, informative.",positive
166,"It's frustrating to know that a talent as exceptional as N'Dea Davenport is still bubbling under mainstream's radar screen. The onetime lead vocalist for the UK soul outfit Brand New Heavies, Davenport is gifted with pipes that stand tall next to those of her more commercialized peers. In 1998, she unleashed her fine self-titled debut album which demonstrates growth from her days with BNH. I find it hard to resist the jazzed-up ""Whatever You Want,"" the electronic bleeps of the funky ""No Never Again,"" and the love jam ""Under a Red Moon."" But she doesn't really let up wintil we get to ""Bull-------,"" a spicy mid-tempo jam with sass and attitude. The disc hits just a few weak spots with the ballads, but on the whole, this is a smart solo debut that's light on gloss and heavy on substance.",positive
167,"What happened to you Jennifer Crusie???? Please,please,please go back to writing by yourself! No offense but I had to force myself to read this book,in the hope of it getting better or even interesting! I waited so long for something from JC and I get this!! Where is the humor and romance of it all ? This is the only book of hers that I haven't loved and read over and over. If ur a JC fan skip this book! Don't waste your time or money! Sorry to be harsh , but this book is definitely below par!",negative
168,"I reviewed this book at the store for an hour so you don't have to. This book contains the following, a very confusing tedious test to take, buying 50 or more supplements, taking these supplements all day at different times during several months, jumping on trampolines, and eating cruciferous veggies. Very nutty in that it wont tell you what day would look like on the diet or what foods you can eat, and it seems the publisher here has a vested interest in you buying these supplements. Don't waste your time. You will lose weight from sheer frustration.",negative
169,I was really very disappointed in this CD it wasn't what I though it was. I would not reccommend this CD to anyone.,negative
170,"My baby is 18 months old, she dont want to go to potty, but, she love to keep toys in there, she, like to go over there and play, she is starting to tell me when she wants to go... but by now, i think is ok, she probably soon will use it as a potty =)",positive
171,I based my purchase on the other reviews. They were obviously written by friends of the author. I feel great compassion for what Ms. Stewart had to deal with in her youth BUT her writing skills do not justify a purchase. Just read the last paragraph---several misspellings. It was just a poorly written book!,negative
172,"This is the 1st kasey michaels book I read, and it won't be my last! It was quite adorable and humorous that I laughed out loud while reading it. The meddlesome grandmother and housekeeper are just too cute. The only thing I didn't like is that there really wasn't much romance (that is why I gave it 4 stars instead of 5) as far as one can tell the couple only kissed 2 times and the idea of them being in love was only mentioned in passing a few times until - welll i won't spoil it for you ! It is well worth the read! enjoy.",positive
173,"This printer works great, the only problem I've found is that when you first turn it on, it has a long click-clack startup routine, like it is cleaning the printhead.Apart from that, I love this printer, but mostly, I love the cheap ink prices for it. After owning a HP840c, buying ink for this one is really inexpensive.Also, it works great in Red Hat Linux 9. The reason I mention it is because this is a USB Printer, and was worried about not having the appropiate drivers for Linux, but Red Hat 9 comes with S300 drivers and those work.",positive
174,This was an extremely poor expansion. Verant Interactive rushed to get this product out of the door and in the processes caused a lot of stability issues with the Luclin client. Even 2 months after release they are still trying to fix bugs within the SoL code to allow players to play at a decent speed.Save your money. If you have to have this expansion wait another 6 months where in typical MMORPG fashion the majority of bugs will be fixed.,negative
175,i like john's writing ..but he needs to have someone monitor the nincompoops @ amazon/publishers because mass market paper back for $330.00- upwards ???? anyone on drugs - prescribed or otherwise ??? ... signed hardcover editions that are more than 352 pages ..qualify !!! this is utter rot.....eric b.,negative
176,"Jennifer Ashley is one of my favourite authors.This series is another reason why.3 book series about pirates who were friends, then enemies, then unwilling allies, in the war against the Government and love.",positive
177,"I've decided to change my bad attitude about cooking and this book is an excellent tool to gain confidence and knowledge. The recipies are clear, easy and don't take a lot of time; the results are delicious. Lots of pictures and explanations. Highly recommend for the beginner and the formerly cooking-impared.",positive
178,"I am a My Little Pony collector, in college. I admit, I am a little predjudiced, but I love this castle. My parents bought it for me for Christmas, and although it took forever to get all the little stickers on, I haven't has a problem getting this toy to stay together. It spends the majority of its time on a shelf, but it does get some play from my friends' kids. The balconies and such seem to be made to ""break away"" and fall apart rather than actually snap off, but the kids seem to learn real quick how to put it back together. Based on other reviews though, I suspect that Hasbro released this toy a little too early, without a decent amount on consumer testing. I also have the Cotton Candy Cafe and the Celebration Salon, and those stay together wonderfully.",positive
179,these seeds suck. i used the last 4 yesterday from the 2 packets i bought. i give these until 6/1/07 to sprout ? if not i want a refund.the moles will be hungry and i'll have no garden. !,negative
180,"The box is really flimsy. I don't care for the cheap packaging, but the DVDs are hilarious!",positive
181,"At the start of her book, Andrea Immer promises it will be like no other wine book - and she delivers. This is a down-to-earth writing which brings the common man to a comfort level where he order from a wine list without sweating.The book's construction as part-course and part-antidotal is very smartly done. Immer offers some great tips about how to navigate your way through wine in store and restaurants and how to know one bottle from another. She encourages trying new things and offers a whole bunch of recommendations.The greatest thing, though is that she offers timeless lesson plans here. There is no list of essential wines to buy or drink, and she doesn't force here personal preferences on the reader.The one downside is that, to truly maximize enjoyment of this book, you need to invest in the wine tastings and comparisons spelled out inside - I suggest making this book a group activity.",positive
182,"now, i could go on and on about how the rats are the worlds greatest bar band. how theyve opened for aerosmith, stevie wonder, the rolling stones, kiss, anyone who was REALLY big and came anywhere near new england, they played with them. but this album is a special one. it is THE FIRST RECORDING IN HISTORY to use the aphex aural exciter system. which is now a staple in recording studios worldwide. theyve even made guitar and bass stompboxes out of em (and i have one). cherry river is my favorite on this album. the power in the notes peppi hits is amazing. the cat's guitar work was never better, lenny was flexed his jazz-style rock chops, mickey was dead on in those harmonies on both guitar and vocals. it doesnt get much better.",positive
183,"How sad. They turned Fringe into a dull invader story. Gone are the fantastic events that required the quirky team of Olivia, Walter, and Peter to make some incredible discovery. Walter is no longer the lovable damaged person he was, and that was 80% of the draw of the series. I had pre-purchased a season pass but I am now canceling it. For me the series is already over.",negative
184,"After 3-4 years of NO success from taking various doctor prescribed thyroid medications, I found this awesome product. My hair stopped falling out in clumps, my chills have subsided, weight has been dropping steadily and I no longer have that ""black cloud over my head"" emotion draining my energy! Try this product 3 times a day for one month and you will experience the positive results, too!",positive
185,"A very thorough dictionary that, unlike any other I know, displays both kanji and hiragana spellings of words, which is incredibly useful if you don't want to look dumb.",positive
186,"Great cd. Great drivin' music. if you are a fan of AC/DC, Black Sabbath, Led Zeppelin, or even Kiss, you cannot go wrong with Fu Manchu. Yeah, so the lyrics can be a bit cheesy but who the hell cares? So many bands, past and present have a HUGE cheese factor when it comes to song lyrics(ehem, Kiss..)but they still rock. Fu Manchu doesn't seem to be taking themselves too seriously and that is the key to great rock and roll!",positive
187,Save your money and buy a Plantronics headset. Unconfortable and poor sound. Stay away.,negative
188,"We just needed a couple of decent-looking small tables for low cost, and these fit the bill. They were easy to assemble.",positive
189,I read a lot of books and this one really threw me. Hard to understand and only purchased because of the Oprah show. Gave up after 30 pgs trying to figure out what all the excitement is all about?Am returning back to Amazon. Is this all it takes to write a book?,negative
190,I bought this because I heard it was MUCH better than the first version. BALONEY! Its the same old boring game. Pffffft! Forget it!,negative
191,We should be able to rate products as a 0!!!! This would suffice for this product. It is worthless! Does cut anything!! Can't get anything. Worthless. The blades move fast and sounds like it's doing something but you'll quickly notice it's just noise from this item!,negative
192,"I purchased this tractor for my 2yr. old son and found that not only was it much too short for a child of this age to ride but that the front piece of this product, which requires simply assembly, does not bond together correctly. The pictures and descriptions of this product show the consumer a stoutly built childs toy when in fact ours required gorilla glue to hold together the only three pieces that aren't part of the origional molding. This product is totted for usage by 3 to 5 year olds but I hope that upon reading this other parents will skip past all of the 5 star ratings and reconsider purchasing this product. I found this product dissapointing at the least.",negative
193,"Straight out the box and on the phone with customer service for 4 hrs (yes 4) and 3 levels of techs (1st tier...). The install disk apparently has a GLITCH for Win 2k.... I was told that the support hasn't even seen this item yet, it is not on their website, and they were uncertain on how to resolve and will escalate the issue. Customer support was less than helpful and practically suggested that I return it...if it wasn't that I disconnected my fax, scanner, and original printer already...and the hassle of shipping it back...it would be gone...(it still might get to that point)....I was told someone would get back to me in a few days...My suggestion on this puppy is to wait it out....should have went with the HP but thought i would save a few bucks on a product....my previous printer was an HP and worked out the box without issues...",negative
194,"This compilation features both live and studio cuts. The eleven studio tracks are excellent songs with okay sound quality (this was an early generation cd). Unfortunately, the last eight tracks are embarrassing live tracks that are awful in every way, both in terms of the performance and sound quality. Try the ""Electric Music..."" or ""Fixin' to Die"" cds for starters, or the other compilation (""Collected""), but avoid this at all costs. Now that Vanguard has begun remastering their catalogue, hopefully they will see fit to discontinue this cd and give Country Joe and the Fish a compilation disc they can be proud of.",negative
195,"Even my 9 year old fussy eater loves this food. We have always been willing to pay for quality, and also for something distinctive and fun. This assortment of yummiest meats will definitely be part of my holiday planning from now on: good price, good quality and everything makes the house smell wonderful!",positive
196,"My boyfriend can not eat anything with aspartame so it was nice to find a chocolate candy with Splenda. I got a great deal buying in bulk because these candies are 5.00 a bag where we live! I will probably buy them again. They are a little bland though; however, it's not real sugar so you can't expect perfection.",positive
197,"John Paul Jones--yes, him--produced Independant Worm Saloon, and you can tell.Jones takes the Surfers experimental noise and condences it to tight songs. The offhand playing and avant sheets of the band are in full force, but on tracks like ""Alcohol' and many others, it thrives within the tight formats Jones enforcesThe punk attitude is not lost, and where Jones may have done some heavy editing here, the sound of the Surfers is never watered down--""Clean It Up"" provides more than enough proof.Great album",positive
198,"My sister and I both have one of these face mitts and we love them. It does exactly what it says, exfoliates (gently) without cleansers and your skin sparkles after using it.I want another one but can't find it anywhere. If you know where you can buy these, please let me know. They are fabulous for camping, traveling or everyday use.",positive
199,"I loved this book! It was cool how Nick tried to save the farm all by hiself but had to get help in the end. I was confused though. The first twin foals were black not brown. but then I figured out why they had brown colts. If you love animal ark, or just like horses, you should read this book.",positive
