id,example,Label
109,"A visit by Hitler in Rome is the backdrop of this tender story of love, friendship, homosexuality and fascism. Sophia Loren plays the housewife and mother of six children who stays at home while her entire family go to the military parade in honor of Hitler and Mussolini. She has to stay at home since the family cannot afford a maid. She would have loved to go though as she along with the entire housing complex where she lives is an ardent admirer of Il Duce.<br /><br />There is one exception though. Across the yard sits Marcello Mastroianni on his chair contemplating suicide. The reason? He is homosexual and because of that has recently lost his job as a radio announcer. The film really takes off when these two people meet by chance. Mastroianni is in despair and badly in need of a friend. Loren, frustrated by her own cheating husband misunderstands Mastroianni and in a masterfully shot, directed and acted scene on the roof of the building complex offers her body to him only to be rejected. The initial chock is replaced soon afterwards by her hunger for this man, this anti fascist, this homosexual, this other world who is so willing to give her all that she longs for.<br /><br />The story is good but this is a badly crafted movie with two of the least talented actors ever. Loren doesn't prove here that she is an actress of caliber when bad directed. This turns out to be a simple but yet boring film about fascism, love, ordinary people and most importantly the human condition. Despite its sad ending there is a glimpse of hope in the denouement, things will change, someone has understood.",negative
110,"SPOILERS This is a really bad movie about grifters. But who is conning who here? When does the hunter turn into the prey? This cliche, stupid movie is slow moving and sleep inducing. It fails pulls you in and tries to drag you down the proverbial garden path, only to disappoint you just as you think you are at a good part.<br /><br />It has a poorly done script, with so-so acting (at least from the leads). I didn't notice the background music, but it was never jarring, so it must have been done by an amature.<br /><br />I was very surprised that I disliked this movie, because I usually go for this genre but this one sucked and kept disappointing until the end.",negative
111,"this movie had a fairly good sounding plot, and the paste was very quick... very quick indeed. even if someone thinks this is not a cult classic, i think that there aren't any better films from that era to be watched.<br /><br />the cinematography is excellent, but not the best either. the sounds are OK. lighting OK.<br /><br />i still would recommend this to everyone else especially a film-student.<br /><br />the movie does not contain music, but the horses having sex makes it a good one. and the woman masturbating on the edge of the bed was interesting.<br /><br />there are winnings here, don't skip this excitement. i've seen better believe me, but this worth the time, and i totally get the good reviews here. especially the high ratings...",positive
112,"In the colonies we're not all that familiar with Arthur Askey, so I nearly skipped this film (which had its TCM preview recently) on account of the negative comments here on his appearance in ""Ghost Train"" -- which I expected to be thoroughly annoying. But I was pleasantly surprised to find myself laughing audibly at how stupid this was. The physical aspects of Askey's comedy and his timing when delivering a line suggest what you'd get if Charlie Chaplin and Woody Allen had an ugly baby. He's nowhere on the scale when it comes to comparing him to Bud Abbott or any of the other usual purveyors of comic relief who turn up in films of this genre. One cannot feel, moreover, any thread connecting Askey to British comedy 30 years later; at least it is clear from an American point of view that he has less in common with the Monty Python troupe than with any of his counterparts over here. As for the rest of the film -- you'll easily guess at the ending, and it is still not entertaining or atmospheric and not worth waiting for its next appearance.",negative
113,"I purchased this video quite cheaply ex-rental, thinking that the cover looked quite nice. And it was nice, but the movie is even better. I can handle B-grade, I sometimes even enjoy a good B romp (ie. 'Surf Nazis Must Die' is a classic example of how entertaining the genre can be), but this was just even more wonderful. Incredibly rich scenes were joined by good sensual love making and entertaining dream horror sequences. This movie has so much to offer.",positive
114,"I'll never actually retire from Asian horror films and I'll never become sick of seeing ghost stories. However, I've been getting more and more into exploitation flicks recently, and so decided to give them another chance. My first port of call was highly rated director Takashi Miike's highly rated 'Visitor Q'. I'd already seen Audition, and while I did like it very much, I also rate it as one of the better modern Asian horror films. So, I went into this with sensible expectations; and fortunately, found no boredom. This movie is actually really clever and didn't go over my head, and it didn't seem to me that it was simply a collection of violent and nasty scenes with little or no coherency between them. Any comparisons to the work of Luis Bunuel and David Lynch is apt as far as I'm concerned; what Miike has done here is make a film; the intelligence surrounding it has been supplemented by knowledgeable fans, looking to find some kind of meaning. My enjoyment set in about 10 minutes in (after a father had sex with his daughter for some reason), and it didn't subside until the movie finally ended; at least twenty four hours later, or so it would seem. Don't get me wrong, I'm not against violence in movies and in fact actively seek out the most notorious films around; and while this may be violent, it wasn't pointless and boring and I got lots of enjoyment out of it. Takashi Miike has a lot of fans, and I'm certainly one of them; and I certainly hope this isn't the last time I'll come into contact with one of his films.",positive
115,"I really hated this movie and so did the audience that I saw it with in Los Angeles. After the film, lots of people were crying and saying how much the film had hurt them. I can see why it was such a huge failure in its homeland, Sweden. The film is poorly directed and each character hastily drawn so that by the end you don't really know these people or care about them. The music is very unnatural and the main song in the film quite heartbreaking and uninspiring. Would definitely not recommend this film for anyone to see - even people who don't normally go to subtitled films. Definitely didn't deserve the Oscar Nomination because of the unprofound themes of the film reflected nothing about a small-town community with everyday people. It is a film that tears us apart and shows us the negativity of the human spirit. DO NOT SEE!",negative
116,"This has to be the best, and I mean best biker movie ever made! And that's saying a lot because the line of good ones is long!<br /><br />Now at least we know what happened to Ginger after she was rescued from Gilligan's Island! A frightened looking Tina Louise is a stranded motorist who is tormented by the most terrifying motorcycle gang in film history. But, don't worry fans! Batman, I mean Adam West as a small-town doctor comes to the rescue! Pow! Crush! Boom! Holy Toledo Batman! <br /><br />The  good points of this film are some cute women, some great fight scenes, and the still ""sexy"" Tina Louise!",positive
117,"This movie should have been named Need For Speed: The Movie. For those who have not played the games Need For Speed is mostly about hot cars and beautiful women and almost no plot. This does not apply at all to Redline. The only thing about this movie that was D-Level were the props. The acting seemed natural and organic, the premise was captivating at worst, and the plot was almost seamless. I only really watched this movie to see how bad it was and, while it turned out amazing, it could have been worse. And at least it was entertaining. I just wish they had showed Eddie Griffin crashing the Enzo somewhere in the movie. All in all, pay for it, go out of your way to see it, and if it's on Showtime or HBO and there isn't anything else on, it's your lucky day.",positive
118,"Castle of Cagliostro really doesn't match up to this. Lupin is so funny,wacky and hyperactive. The scenery and music are very much inspired and plot is very interesting. <br /><br />Another good thing about this 'un is the nudity (only in the uncut version) provided by Fujiko. It helped spice up some of the tedious scenes. CoC had a formidable villain and set up the movie for some imaginative set-pieces. The locations in TSoTG are are very vivid and engaging. <br /><br />Zenigata, Goemon and Jigen provide decent sideshow entertainment this time. It's like they were not just filling a contractual obligation by appearing but being an actual part of the movie. <br /><br />The DVD is in full-frame with Dolby Stereo sound. It has a decent amount of extras, including quite a few trailers. But one curious thing. There is no chapter selection on the disc or timecode displayed on the player once inserted. Though you can still skip to the next scene number using the remote.",positive
119,"Since the day I saw this film when it came out in 1981, it has been on my list of least favorites. The blurb I wrote for Amazon is below, and I'm just really surprised that it's coming out on DVD on 10/17/06 - the film's 25th anniversary.<br /><br />The last credit in this film explains its limited appeal - ""Thank you to the people of Manhattan on whose island this was filmed."" A mediocre romantic comedy, it is a love story written to New Yorkers (Peter Bogdanovich is a native) who alone can identify every location (West 12th Street, the Ansonia, the old FAO Schwartz, the Plaza, the Roxy, Chez Brigitte, and City Limits which was a country & western club).  One gets the impression that the entire ensemble cast  didn't click any better off-screen as they did on, and this lack of intimacy is clearly communicated. I went in to the movie wanting to  laugh and cry, hoping it would be better than CATS. Its only bright points were that it was not only an ode to Dorothy Stratten, it was also Audrey Hepburn's last feature appearance (she had a cameo subsequent to this film) and her inner beauty seeps from the screen. Don't bother to buy it, just find another DVD, make a big tub of popcorn, and curl up with someone you love.",negative
120,"Stephen King movies are a funny thing with me. I either really love them or I loathe them. Some of the fancier productions (such as Desperation and Storm of the Century) I didn't enjoy. Some of the smaller ones, I really loved. Sleepwalkers is one that I really don't enjoy and don't watch regularly.<br /><br />The story revolves around Charles Brady and his mother Mary. They are Sleepwalkers, shape shifting creatures who although human like in appearance shift into a feline like creature. They are immune to the scratch of cats and whenever they move to a new town, lay out traps to catch and kill the animals. When they move to their latest town, they need to seek out a virgin and when Charles finds one, he actually falls for her,but his mother needs to feed from her to keep up her strength. The story revolves around what will happen with the girl. Will Charles spare her or use her to save his mother.<br /><br /> This story has overtones of incest which some may find unappealing, and  it doesn't actually play a part in the story and is therefore just plonked in the movie for scandal's sake. Like most Stephen King stories it's based in a small town with lots of interesting characters. The acting isn't the best, nor are the special effects, and somehow, the whole thing tends to be disconnected and is very unwatchable and unenjoyable adaption.<br /><br />For UK readers: This production has most recently been shown on BBC1, Sci-Fi and Sky Thriller/Horror channels.",negative
121,"I spent almost two hours watching a movie that I thought, with all the good actors in it, would be worth watching. I was so right. I couldn't believe it when the movie ended. I had absolutely no idea what was going to happen.....I was content because I'm glad I didn't use that time doing something else....I tried to figure it all out, but really have no clue. Thanks to those who figured it out and have explained it....right or wrong, it's better than not knowing anything!! Who was the lady in the movie with dark hair that we saw a couple of times driving away? How did First Lady know that her husband was cheating on her? At the end of the movie Kate said she would eventually find out the truth. Does this mean that we're going to be subjected to End Game 2? I can't wait to find out!",positive
122,"Okay I saw the sneak preview of this stellar movie. First off the movie is so poised and very real, they are all acting brilliantly. They can sing. They aren't too full of themselves. Its awesome. Yes kids like 8 to 10 will enjoy and its really a stand-out. I mean they say their manager is a kid. And there record label seems real. Its smart. See it.<br /><br />As for the set up and directing, so good. It is a cute documentary and it documents a smart thing. <br /><br />Only see this if you really like good music. Also, it's not very corny. It's even tasteful. I love to be so nice...and this really is a great piece of work.",positive
123,"There have been plenty of unknown movies or movies given bad reviews that I really liked. This was one of them.<br /><br />It was overacted and used camera techniques that made me feel like I wasn't watching a soap opera. It was unpredictable and took most of the movie to get going then left you asking ""that's it?"". Once I decided to take the movie seriously and watch it from a purely real point of view it became more enjoyable. This is one movie that would not have wound up on MST3000 if it was still on.",positive
124,"Hey guys I'm actually in this movie! I didn't even know it was on this site until i looked a few years ago and i was so surprised! I played Pete, the main character's son. It was a terrible  experience and I hated every minute of it. While filming they needed me to be in two places at once, so they used my twin sister as a body double! The finger that pushes the radio button in the car is hers not mine. I still act and do some TV, but not as much. Oh and if you want proof my name is the first one at the top of the scroll.<br /><br />Review: I thought the movie was awful and I wasn't in it, it wouldn't be one of my favorites. I thought the acting was really poor,  the story line wasn't even so-so.",negative
125,"First of all this movie is a comedy; you really will laugh. Secondly, the movie is nice and interesting. The acting is not bad but special. There is a Lucky Luke comic about two families (one with big noses and one with big ears) fighting each other in a small town... you will laugh much more if you spend your time with this movie. Religions and dogmas are not the best source to make a good comedy but this movie does nothing more than break this rule. There is a similar subject comedy '' The home teachers'' ; this had some good moments. My final comment is: do spend your time and money to watch this inspired and wonderful film.",positive
126,"An awful film with terrible performances from Zack & Lochley. Much to their displeasure (& mine) Garibaldi arrived on station. (All due respect to Jerry Doyle but in Seasons 4 & 5 I lost sympathy for the character.) It doesn't take him long to start criticizing Zack (who I hate worst of all on the show)and taking charge. I'm not sure Zack could have coped. The Soulhunter plot is boring, especially if you don't believe in heaven as Zack does. The humour supplements it horribly. 2/10",negative
127,"I saw this terrible film at age 10/11 in 1979 when it was broadcast on CBS. I didn't know it had been in a theater at all. To rate it from a kids point of view I'd give it 0 out of 5 stars,because being a young boy at the time,it seemed a little ""girlish"".<br /><br />The climactic scene where Gazooks tickles the daylights out of everyone was a bit disturbing at the time but you don't outgrow that sort of thing. <br /><br />When I re-discovered it a Blockbuster Video in 1995,I was wrong to revisit it! I still hated it and it looked a bit ""old"". I don't know where the other reviewer on here got the idea that it wasn't on VHS.<br /><br />It's out there. Might even be on DVD by now,at least I hope it isn't. I don't want to share it with my kids someday! 0 stars on here,it's still a terrible kids film. (end)<br /><br />09/08/2009 : Finally found my VHS copy and destroyed it.",negative
128,"Someone has already mentioned ""being at the right time at the right place"" It wasn't true for this documentary that i had doubts about the genuineness of the scenes and thought it included perhaps some acting but it is not real. The story is nothing new for the people of the developing and/or poor countries. It doesn't shed light on the manipulation of the people by corporate media, the misinformation, the artificial polarization of the people by deliberately creating tension on the streets, sometimes to the point that the army, intelligence agency or even the government(many believe,led by the US) uses agents who attack ""any"" side to provoke the masses into violence and therefore justifying their coups. A marine officer in the film mentions this also. That they wanted to see the peoples confront on the streets. All of these scenarios have been played in Turkey(USA's pet dog in the middle east) throughout its history who has experienced 3 coups and lately, secret plans made by the Turkish army have been exposed, ironically through a pro-government religious/conservative media opposing the a-religious doctrines of the army, in which a very important mosque is bombed by an army agent to provoke the people etc.<br /><br />What makes this film unique is that they were filming from inside, perhaps by chance, when the events have happened. It is clear that the directors are pro Chavez. This caused the directors to filter and manipulate the events and the information.<br /><br />And whether Chavez will be defending the people of Venezuela against the dictatorship of US and the global economy without repressing any opposing thought with force and in the end becoming a self-indulgent tyrant, history will tell.<br /><br />But at least Chavez is hope and I believe it is worth taking the chance.",negative
129,"A terrible film by Powell and Pressburger, whose work I now do not want to explore more. The film is about what we perceive as real and what is real, and how the two can be so difficult to distinguish from one another. Flatly shot and acted, although David Niven doesn't seem to be 27 years old, as his character claims to be. Lame to see a very young Richard Attenborough. This film made me bored, while I was watching it, and afterwards.",negative
130,"The whole Biker Movie genre has to be made up of the best films ever made. This one delivers a lot of fighting, generous amounts of blood, bikers fighting Indians, and a shanty town that gets blown up and torn down one shack at a time. The acting is beyond amazing. What ever happened to Robert Walker, Jr.? At one point he was in some major studio productions, and then he just faded away. This movie really rocks, but if you have not seen a Biker movie in a long time, it is a good one to watch. At the end of the movie, you should feel happy for having watched it!",positive
131,"Don't let the premise fool you--this wasn't a funny movie. it wasn't supposed to be a comedy. The story sets you up nicely for an ending that comes at the right time. Even better, the set-up is SELF INTUITIVE. You will leave the theater asking ""wasn't that the best?"" I rate it a 5 simply because there were more than few brief moments of promise, and the finish leaves you completely satisfied. Nicholas Cage did as good a job as can be expected in the role, but he had very little to work with. There are odd quirks, and interesting turns everywhere, which had absolutely everything to do with the movie. Don't let this one come out on video before you watch it again",positive
132,"i've seen a movie thats sort of like this, were a transsexual drugs woman and he then picks there nose with a knife and rips there nose to peaces. he then slices there tongue and eats it.<br /><br />the most gruesome part of the movie is were he cuts there left eye out and starts dancing with it. he then starts to eat the woman naked.<br /><br />(i'm not sure what the movies called but i know it's a cult movie and that it was made in Germany).<br /><br />anyway THE NOSE PICKER is a gem.<br /><br />its a great movie and the picture and volume quality is very good as well.<br /><br />please  buy and watch this movie its totally awesome.<br /><br />i don't prefer DAY OF THE WOMAN also known as I SPIT ON YOUR GRAVE (its one of the silliest cult movies ever) check out this link http://www.imdb.com/title/tt0077713/",positive
133,"Bromwell High is nothing short of mediocre. Ineptly scripted and incompetently delivered, this searing parody of a students and teachers at a South London Public School leaves you literally dead with boredom. It's vulgar, unprovocative, cheesy and dull. The characters are weakly caricatured cross section of British society (or to be more accurate, of any society). Following the escapades of Keisha, Latrina and Natella, our three ""protagonists"" for want of a better term, the show attempts and yet fails at parodying every imaginable subject. Political correctness looms large in every episode. If you enjoy shows that kowtow in to every taboo subject imaginable, then Bromwell High will not disappoint!",negative
134,"A vastly overrated black comedy, the worst in a series of bad guignol movies to follow 'Baby Jane'. Reynolds and Winters are mothers of young convicted murderers (a nod to 'Compulsion') who run away to hide in Hollywood. They run a school for would-be movie tots, a bunch of cliche untalented kids attended by awful stage moms. Debbie, in her blonde wig ('I'm a Harlow, you're more a Marion Davies' she tells Winters) leads the tots at their concert and wins a rich dad, Weaver. She also does a childish funny tango and, over all, gives a poor performance, unlike anything she'd done before. The atmosphere is an uncomfortable mix of comic and eerie. It looks really bad with poor period detail (30's). Lots of awkward swipes at Hollywood and the terrifying movie tot. Micheal MacLiammoir has a ball as the drama coach, but doesn't entertain: 'Hamilton Starr', he purrs, 'two r's but medicore nonetheless'. Skip it and love yourself.",negative
135,"I gave this movie a rating of 5 (excellent). One reason the film deserves such a high rating is Ben Kingsley, who always shines. Mira Sorvino is in  her element here and fits perfectly in this role. Engaging story and fantastic production. I highly recommend renting it. ",positive
136,"Autobiography of founder of zoo in NYC starts out by being very cute and is a great family movie because it stayed there. Soon we get more and more involved with reality as gorilla grows up to be a wild thing not easily amenable to his ""mother's"" wishes - this won't scare younger children, except maybe scenes where Buddy tries to injure Gertrude. rather satisfying resolution at the end. above average.",positive
137,"An unconventional historical drama, with some mediocre battle scenes. Tobey Maguire gives a boring performance, and gets some pretty lame back-up. The script is barely literate and far from original, and the film is kept unfortunately free of heroes. That said, it does drag a lot, and the last reel is too much like a TV mini-series. Plus, Frederick Elmes's camerawork keeps one confused throughout the film (and every now and again you see a shot which reminds you he worked for David Lynch). Not worth seeing.",negative
138,"The reasons to watch this is because it's a great tribute to a great movie called Se7en: - It's on while your channel surfing and there's nothing else on. - Someone doesn't have to pay you to watch it.<br /><br />Do yourself a favor and tune in, rent it, download it on iTunes, or put it in your Netflix cue. The Flock the same story  with a few changes. Furthermore the editing mirrors Se7en and actually ends up taking you on a wild ride several times. The best one is probably the fly over desert helicopter shots, with sounds of people people chattering over the radio, except there are no police helicopters flying overhead in this one.<br /><br />Bottom line: I call it a creative sequel. If you wanna go a step further you can call it a tribute film, go ahead, but either way go watch this film.",positive
139,"Sensual and tough Maria Braun. (Hanna Schygula) marries a soldier in the middle of World War II and spends a half of day and the whole night with him. That's how long her marriage lasts before she loses him to the war and then to prison. She carries on with her life, becomes a successful businesswoman being not only sensual but intelligent, ambitious, and willing to use sex whenever or wherever necessary: ""I don't know a thing about business, but I do know what German women want. You might even say I'm an expert on it"". While climbing up to the success she always remembers her husband, Hermann (her man) and convinces herself that whatever she does  is for him, for their future happy life together. ""Maria Braun""'s style reminds much of melodramas by Fassbinder's favorite Hollywood director, Douglas Sirk and offers a glimpse of the loss and survival in postwar Germany. boring movie don't even bother.<br /><br />2.5/10",negative
140,"This type of plot really does have a lot of potential, and it was fulfilled here. Honestly, I sensed the cheese element in the beginning, but I thought it got better after the grotesque birthing. Whoa, I was wrong about cheesy! So mad scientist makes a monster, wants to brag to his old cronies before he kills them, but of course they escape. After that, it's really exciting. I should've counted the times the rubber shark mask peeked out from behind some foliage, but I most likely would have lost count.<br /><br />Pan down to the blood-dripping-from-severed-leg to show us how the shark-man finds the folks. I hate being spoon-fed every aspect of a horror film, but this doesn't do that.<br /><br />Oh, and after being nearly killed by a mutated shark-man and trudging around a jungle-esqe island, there's nothing more cheerful than a middle-aged man reciting Shakespeare...<br /><br />This is one where you'll find yourself rooting for the fun monster... if you can manage to watch this great flick, please do.",positive
141,"When I had first heard of ""Solar Crisis"" then got a load of the cast, I wondered why I had never heard of a movie with such a big cast before. Then I saw it.<br /><br />Now I know.<br /><br />For a movie that encompasses outer space, the sun, vast deserts and sprawling metropolises, this is an feature that brilliantly utilizes space; it features great special cinematography<br /><br />And the effects, while good, are pretty overwhelming; we're talking about the imminent destruction of the planet Earth if a team of scientists and soldiers cannot deflect a deadly solar flare. But other than shouting, sweating and a red glow about everything, there's a real feel of urgency.<br /><br />Don't get me started about the cast. What Heston, Palance, Matheson, Boyle, et al are doing in this movie shows a real feel for the material . Makes you wonder who else's condos aren't paid for in Hollywood....<br /><br />And as far as the end goes.... Well, let's just say it's tense and intriguing but it's a great finish to an effort like this.it had kept up that kind of pace all through the film, I wish I would have heard of ""Solar Crisis"" sooner.<br /><br />Five stars. Mostly for seized opportunities and good career moves. <br /><br />I wonder how Alan Smithee keeps doing great films like this?",positive
142,"This one is just like the 6th movie. The movie is really incredible. It offers chills in the death department. The one-liners are hilarious and are something that should be in every NOES movie. Freddy comes off as a happy child in the whole movie. Lisa Wilcox isn't the only thing that makes this one worthwhile. The other characters are extremely developed. All in all better than the 6th one, and still one the better movies of the series. My rating 9/10",positive
143,"The film goes a little far, but if you love the show it's what you expect. It's a bad movie; it's actually pretty terrible. If you don't like the show, don't see the movie. It starts off slow, and never picks up and turns out to be boring. There are not even a few ""heart-wrenching"" scenes at all. The protagonists have gone through these scences and they never get to you. Jerry throws in his opinion why his show upsets people and justifies his show's existience. He's rediculous. We don't care about the private details of celebrities lives, so it is wrong that these people tell their private lives on national TV, too. If they were celebrities we wouldn't mind , we'd eat it up.  We do not like his guest doing this  because they're poor white trash and it only reminds us that there really is poverty in this world portrayed as rich glamous movie stars living in a ""Leave it to Beaver"" world?",negative
144,"It ran from 1959-1973. Its not even worth its longevity that says a lot for this series. Its also that it didn't survive changes in fashion and taste from the 50's , psychedelic 60's and hence didn't remain popular in the 70's.<br /><br />I remember repeats of this series. It was a bland combination of all its elements from stories, cast and productions that made it lackluster. Lorne Green had his worst character from this series. Its lack of appeal was across generations. No members of the family could enjoy this. It failed to balance morality with violence, humour with seriousness. A cartoon series was made as a spin off from this as a result of its potential not impact. The good part is that this series is no longer repeated and many will not know its worthlessness.",negative
145,"This enjoyable time is a completely necessary remake of a great film. Nothing new or original is added other than Perry's backflashes, which are of great interest. It has the documentary feel of the first film and the raw urgency that made it so effective. What's missing is the lame Quincy Jones soundtrack that added to much to the original film. I can't understand any low ratings for this at all. It's quite good. Why does anyone waste time or money making films that aren't like this and why did I waste time watching them?",positive
146,"Bo Derek's beauty and John Derek's revolutionary direction make this film tolerable. Bo, looking more gorgeous than ever, is a recently widowed woman who is experiencing visitations from her 'dead' husband (Anthony Quinn). He has a plan. Bo must procure the body of a young man so that her ghost of a husband can make his transformation from spectre back to corporeal life. Can she find a fitting candidate? How will she do him in so Tony can do his thing? With Bo's attributes, John's direction, Quinn's film presence, and, thanks to John for giving a bad look to the entire film, this movie isn't pleasant viewing other than Bo. ",negative
147,"I've seen this movie when I was young, and I remembered it as one of the first films I have truly liked that was not an action movie or a comedy. So, in my later years I decided to watch it again and see if it was just nostalgia or was there really something in that movie. To my surprise, the movie did not hold to my every expectations. It's a  movie. Emotional in the wrong amounts, some jokes, nice songs (not  though, and that actually explains why I did not remember it was a musical) and all in all a waste of my time. I was surprised because the last movies from my childhood that I have revisited passed even my minimal demands of a decent movie and yet this movie, which I first saw in the second grade, made me fall asleep unlike how it made me cry then. Maybe that's because my dog died back then and maybe not, but the important thing is that it made me feel nothing, and that's not why filmmakers make films (that and the money, of course). There are continuity glitches. The script has holes, and it isn't easy to ignore. The movie itself is boring and stupid. So don't be fooled by enthusiastic people who always look for the good things in life, because nothing is perfect, and this movie gets a 1 because it isn't. It gets 1simply because it made me feel bored.",negative
148,"So I flipped on the digital subscriber channels one night a couple of years ago and thought I'd pass a half hour watching ""Girlfight"" while waiting for ""Hart's War"" to start. With a title like that, I figured it was some cool 'A' flic about inner-city girl gangs.<br /><br />Much to my surprise, it wasn't about that at all. Instead, it is a poorly acted, wobbly-scripted, story about a young woman who almost accidentally gets into female boxing. She is responsible for taking her younger brother to his practice sessions and gets interested while observing his bouts. As he doesn't really want to be a boxer (only following through on their father's wishes) she convinces his coach to take her on in his stead. <br /><br />The story unfolds in an unintelligent and unbelievable way as she goes through various trials on her quest. For starters, her brother's coach doesn't want to take on a female boxer. After grudgingly doing so there is the problem of lining up matches for her. Then the confrontation with her father when he finds out what is going on. Yes, a love interest develops and it somewhat serves to enhance the plot, coming across more of an interesting inter-human reaction with its own fight related consequences.<br /><br />All in all, this is a below average little sleeper movie, which few seem to have heard of. Sometime later, when I saw the much advertised and acclaimed ""Million Dollar Baby"" I thought ""wait a minute, this seems kind of familiar"". Needless to say, I definitely watched ""Hart's War"" that night.",negative
149,"6/10 Acting, great.<br /><br />7/10 Director, makes some surprising decisions for this film.<br /><br />8/10 Writer, story makes sense and has very little flaws.<br /><br />7/10 Overall score for this movie.<br /><br />Don't waste time away from this film, it's worth it. I gave 7 for this movie and it may not be enough. Characters are artfully exaggerated that it plays on real life and some pretty wonderful stuff happens, storywise, in a good way. Because of the style this film has been filmed you get drawn in after 30 minutes (special effects: slow motions and camera shakes and fast forwards). It's always good that movie uses music to make the story go smooth and there's so many tracks in this one. In the first hour there is almost 50/50 dialogs and musics",positive
150,"Andrewjlau, I could not agree more. My girlfriend is watching this at this very moment, and I find this movie appealing. Quote from my Chinese girlfriend, laughing: ""They are doing all this for a man!?"" <br /><br />I find these women have intensity, a sense of the fight between tragedy and identity, and that these men are worth fighting for. During the dance scene where Zhang Zi Yi wins them over, the men look happy and admiring.<br /><br />Japanese people have the same intensity as Chinese people, and being geisha is Japanese culture. I am sure the Chinese had something similar, and the faces match the main.<br /><br />Anyway, the dialogue is so mysterious, in a good way, so American. Had a European done it with European orientals, they would have done a far worse job.<br /><br />I have to add: it seems most of the people who liked the film are American.  All spelt out for you, instinctive and passionate. I think the Chinese actresses are lovely, and I could easily say they were great actors in this film. Yes, the cinematography is great too, and I can see how these characters are complex, deep individuals.<br /><br />I'm going to Japan to see the real thing. I am sure that would be amazing to see.",positive
151,"I caught this movie on IFC and I could not rejoice in it, especially given I felt like the editing job was a little rough, though it may have been deliberate. I had a little bit of a hard time figuring out what was going on at first because they seemed to be going for a little bit of a Pulp Fiction-style non-linear plot presentation. It seemed a little forced, though. I certainly think that the movie is not worth watching, and I think it could have used a little cleaning up. Some scenes just don't seem to make sense after others. <br /><br />I'm surprised to see the rating here as high as it is. It's not the worst, but it doesn't have any really good stuff. I gave it a 3/10. The movie did show at least that Laurence Fishburne can act when he wants to. They must have just told him not to in the Matrix movies.",negative
152,"It's not a horrible movie and I really enjoyed it. It was  just really entertaining.<br /><br />as a comedy which it is supposed to be, it's hilarious.  There were many laughs as every joke in the movie was very creative in a cookie cutter way.<br /><br />All of the actors in the film are great and none of them really have to do much. and the ending is surprising too.",positive
153,"A fateful Martino outing, this is a dispirited and unenjoyable giallo with negligible performances from a rough looking cast and principally the two leads, George Hilton and Anita Strindberg.<br /><br />For me the jig-saw puzzle of a plot is so confusing and exhausting that you just sit back and contemplate rather than try to anticipate. Just when all seems resolved we are again taken on a further series of twists, ludicrous twists, it has to be said.<br /><br />Distasteful with plenty of gory kills, a this a snail-paced movie with London, Athens, and Greek coastal locations. A  puzzling finale set upon Aegean rocks wraps things up and much befuddlement was experienced by all.",negative
154,"The acting was inspired and they got both of the sports completely right......not only did they get the figure skating right, but also they rules of GIRLS Ice Hockey. In GIRLS ice hockey you cannot check. You also don't BLOCK for someone. Not all they girls are disgusting gross mean and big. I play hockey and I'm only 4'11 and have been asked to go to schools like the one in the movie. Also not all hockey players hate figure skaters. A lot of current girls hockey players were once figure skaters themselves. Also we skate fast, just like then the ones in the movie. I was proud of the movie it gave people the idea that we are formidable.......although i must mention that it is difficult to transition between the sports because of the toe pick on the figure skates.....also some of those twirly moves KAtelin was doing on the ice you couldn't do in a regular hockey game. She basically tripped the person, which is believable. Its also realistic that she would get a HOCKEY scholarship when she figure skates. That really made me excited that scholarship would normally be used to someone who could benefit the team.",positive
155,"Remember the early days of Pay Per View? I do, and i can almost remember the number you had to CALL to actually rent the movie on your t.v. As a kid we always wanted to rent playboy, but this meant actually calling someone from PPV and asking to rent it. And then you get the nerve to do it and your watching four hours of soft core no angle crap. Well the reason i bring that up is because this movie too was on ppv. And i remember almost every scene that was in the add. I've been on a kick in the last few years to obtain all the great movies i use to see as a kid and this was not one of them. It's one that when its on its hard to watch. All star cast trying to commit the perfect bank bust but nothing goes right. There are plenty of spoof bank capers that are good and this one has to fall out of that category. It doesn't have enough action and laughs to sustain it. Don't waste your time!",negative
156,"A sorry excuse of a film attempting to depict the cross currents in the lives of a multi-ethnic mix of not so ordinary people in the rural Pacific Northwest. Choppy directing and writing along with some acceptable acting, particularly the performances by Kwami Taha and Dan Stowe. Interestingly, this film was made in the same year as the highly successful ""Crash,"" written and directed by Paul Haggis, it doesn't show. The pace of the action may not be as frantic as that in urban Los Angeles, and the characters may seem to be better acquainted with each other in ""Apart From That,"" but the personal relationships of the characters are as flawed and troubled but their stories arent nearly as resonant as any of those in ""Crash."" For those viewers who appreciated ""Crash"" this is a must avoid film. Also, fans of Jim Jarmusch and John Cassavetes will dislike this movie.",negative
157,"Was unlucky enough to be an extra in this great film and hated every minute of the filming. Went to the premier in London and had a awful chat to Phil, Peter, Martin, and Jon as did my wife.Sad after party too. Then a few weeks later had trip to the cinema with members of our bike club. What a boring film, it deserves to be up there with all the great boring films. Now we have the DVD Sue my wife hates it neither can the kids stop. Get a bit of stick from the club who seem to think I'm a film star now oh well one can only dream. I think they are just jealous. The only downside of the first part of the filming was the whole movie.",negative
